,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
82,SP-34_SR,"Five men were traveling down a road when it began to rain. Four of the guys sped up, but the fifth did not, but they all reached at the same location at the same time, and all but the fifth were wet. How is that even doable?",He was dead and in a coffin.,The 5th man beated them at the end.,The 5th man walked slowly to dodge the raining.,None of above.,2,"['The 5th man walked slowly to dodge the raining.', 'The 5th man beated them at the end.', 'He was dead and in a coffin.', 'None of above.']","[2, 1, 0, 3]"
83,SP-34_CR,"Six women were hiking on a trail when a sudden snowfall began. Five of the women hurried along, but the sixth did not. Still, they all reached the cabin at the same time, and all but the sixth were cold. How is that possible?",The sixth woman was in a photograph that one of the others was carrying.,The 6th woman beated them at the end.,The 6th woman walked slowly to dodge the snow.,None of above.,1,"['The 6th woman beated them at the end.', 'The sixth woman was in a photograph that one of the others was carrying.', 'The 6th woman walked slowly to dodge the snow.', 'None of above.']","[1, 0, 2, 3]"
84,SP-35,"Three men sitting in a small motorboat one meter from the shoreline. The first is afraid of water, the second is afraid of drowning, and the third is afraid of sharks. The boat's motor is not operational and there is nothing to row with. How do they get to the shoreline?",They can just walk onto its as the boat is one-meter inland.,"They can wait until water level is high enough, they can safely step out onto the shoreline. ","
They can wait until the water evaporates completely.",None of above.,1,"['\nThey can wait until the water evaporates completely.', 'They can just walk onto its as the boat is one-meter inland.', 'They can wait until water level is high enough, they can safely step out onto the shoreline. ', 'None of above.']","[2, 0, 1, 3]"
85,SP-35_SR,"A small motorboat with three men inside is parked one meter from the shore. The first fears being submerged in water, the second fears drowning, and the third fears sharks. There is nothing to row with and the boat's motor is not working. How do they reach the coast?",They can just walk onto its as the boat is one-meter inland.,"They can wait until water level is high enough, they can safely step out onto the shoreline. ","
They can wait until the water evaporates completely.",None of above.,1,"['\nThey can wait until the water evaporates completely.', 'They can just walk onto its as the boat is one-meter inland.', 'They can wait until water level is high enough, they can safely step out onto the shoreline. ', 'None of above.']","[2, 0, 1, 3]"
86,SP-35_CR,"A man accidentally stumbled and fell into a 1-meter-deep pool. He couldn't swim at all, and there were no other people around him, but he was fine at the end. Why?",He can just stand up as the pool is only 1 meter deep.,"He can wait until water level is high enough, he can safely step out of the pool. ","
He can wait until the water evaporates completely.",None of above.,1,"['\nHe can wait until the water evaporates completely.', 'He can just stand up as the pool is only 1 meter deep.', 'He can wait until water level is high enough, he can safely step out of the pool. ', 'None of above.']","[2, 0, 1, 3]"
87,SP-36,"A father and son were in a car accident where the father was killed. The ambulance brought the son to the hospital. He needed immediate surgery. In the operating room, a doctor came in and looked at the little boy and said I can't operate on him he is my son. Why?",Because the doctor is the mother of the son.,The son has two fathers.,The son calls the police for help to save his father.,None of above.,2,"['The son has two fathers.', 'The son calls the police for help to save his father.', 'Because the doctor is the mother of the son.', 'None of above.']","[1, 2, 0, 3]"
88,SP-36_SR,"A car accident involving a father and son resulted in the death of the father. The son was transported to the hospital by ambulance. He required surgery right away. A doctor entered the operating room and said, ""I can't operate on him. He's my son."" after taking one look at the young patient. Why?",Because the doctor is the mother of the son.,The son has two fathers.,The son calls the police for help to save his father.,None of above.,1,"['The son has two fathers.', 'Because the doctor is the mother of the son.', 'The son calls the police for help to save his father.', 'None of above.']","[1, 0, 2, 3]"
89,SP-36_CR,"One the final exam day, Tom's father send him to one classroom. A teacher came over and said "" Tom can not take exam under my supervise as he is my son."" Then Tom is asked to switch to another room. Why? ",Because the teacher is the mother of the Tom.,The son has two fathers.,Tom's father suddenly realizing that he was assigned as the supervisor.,None of above.,0,"['Because the teacher is the mother of the Tom.', 'The son has two fathers.', ""Tom's father suddenly realizing that he was assigned as the supervisor."", 'None of above.']","[0, 1, 2, 3]"
90,SP-37,"A beggar's brother died, but the man who died had no brother. How could that be?",The beggar was the man's sister.,The man is angry for his brother being a beggar and cut ties with him.,The bagger's brother is a murderer.,None of above.,2,"[""The bagger's brother is a murderer."", 'The man is angry for his brother being a beggar and cut ties with him.', ""The beggar was the man's sister."", 'None of above.']","[2, 1, 0, 3]"
91,SP-37_SR,"The brother of a beggar passed away, but the deceased had no brothers. How is that possible?",The beggar was the man's sister.,The man is angry for his brother being a beggar and cut ties with him.,The bagger's brother is a murderer.,None of above.,1,"[""The bagger's brother is a murderer."", ""The beggar was the man's sister."", 'The man is angry for his brother being a beggar and cut ties with him.', 'None of above.']","[2, 0, 1, 3]"
92,SP-37_CR,"The brother of a police passed away, but the dead man actually had no brother. How is that possible?",The police was the man's sister.,The man is a criminal and too ashamed to admit he has a police brother.,The police's brother is a murderer.,None of above.,2,"['The man is a criminal and too ashamed to admit he has a police brother.', ""The police's brother is a murderer."", ""The police was the man's sister."", 'None of above.']","[1, 2, 0, 3]"
93,SP-38,"I dig out tiny caves and store gold and silver in them. I also build bridges of silver and make crowns of gold. They are the smallest you could imagine. Sooner or later everybody needs my help, yet many people are afraid to let me help them. Why?",I am a dentist.,I am a theif.,I am a miner.,None of above.,1,"['I am a miner.', 'I am a dentist.', 'I am a theif.', 'None of above.']","[2, 0, 1, 3]"
94,SP-38_SR,"I excavate little caves and keep my gold and silver there. I also create gold crowns and silver bridges. They are the tiniest things you can imagine. Everyone will eventually require my assistance, but many people are reluctant to accept it. Why?",I am a dentist.,I am a theif.,I am a miner.,None of above.,0,"['I am a dentist.', 'I am a theif.', 'I am a miner.', 'None of above.']","[0, 1, 2, 3]"
95,SP-38_CR,"I break down walls and devour towers. I consume iron and corrode steel, but still, I am essential to all. Sometimes, people desire me, yet they fear my uncontrolled presence. What am I?",I am oxygen.,I am sunshine.,I am sound.,None of above.,0,"['I am oxygen.', 'I am sound.', 'I am sunshine.', 'None of above.']","[0, 2, 1, 3]"
96,SP-39,"How could a cowboy ride into town on Friday, stay two days, and ride out on Wednesday?",His horse is named Wednesday.,"While in town, he stays in bed for two days.",Friday and Saturday are holidays.,None of above.,1,"['While in town, he stays in bed for two days.', 'His horse is named Wednesday.', 'Friday and Saturday are holidays.', 'None of above.']","[1, 0, 2, 3]"
97,SP-39_SR,"How was it possible for a cowboy to arrive in town on Friday, stay for two days, and leave on Wednesday?",His horse is named Wednesday.,"While in town, he stays in bed for two days.",Friday and Saturday are holidays.,None of above.,0,"['His horse is named Wednesday.', 'Friday and Saturday are holidays.', 'While in town, he stays in bed for two days.', 'None of above.']","[0, 2, 1, 3]"
98,SP-39_CR,"How can a pilot take off in Los Angeles on Tuesday, fly for 48 hours, and land in Tokyo on Tuesday?",The pilot's airplane is named Tuesday.,He fiies straightly for 24 hours and flies quickly for the hours left.,There was a one-week long holidays.,None of above.,0,"[""The pilot's airplane is named Tuesday."", 'There was a one-week long holidays.', 'He fiies straightly for 24 hours and flies quickly for the hours left.', 'None of above.']","[0, 2, 1, 3]"
99,SP-40,"There are three doors. In each door is a way to die. The first door has fire and lava. The second door has lions that haven't eaten in 5 years. In the third door, there is a 1,000-foot drop into an alligator. Which door will you likely survive?",The second door with the lions. Since they haven't eaten in 5 years they will have died.,"The first door, the first door is destroyed and you can see the fire in it.","The third door, the alligator can be tierd and won't eat people.",None of above.,2,"[""The third door, the alligator can be tierd and won't eat people."", 'The first door, the first door is destroyed and you can see the fire in it.', ""The second door with the lions. Since they haven't eaten in 5 years they will have died."", 'None of above.']","[2, 1, 0, 3]"
100,SP-40_SR,"Three doors are present. Every door has a way to exit. The first door has lava and fire inside. Lions behind the second door haven't eaten in five years. There is a 1,000-foot drop into an alligator inside the third door. Which door will you probably get through?",The second door with the lions. Since they haven't eaten in 5 years they will have died.,"The first door, the first door is destroyed and you can see the fire in it.","The third door, the alligator can be tierd and won't eat people.",None of above.,1,"[""The third door, the alligator can be tierd and won't eat people."", ""The second door with the lions. Since they haven't eaten in 5 years they will have died."", 'The first door, the first door is destroyed and you can see the fire in it.', 'None of above.']","[2, 0, 1, 3]"
101,SP-40_CR,"The king's horse was bitten by a tiger one day while hunting. The king was so furious that he punished the tiger by sending him to a cell and depriving him of food. One year later, the bishop offended the king with a joke. The king imprisoned the bishop in the same cell as a tiger for a month. But a month later, the bishop was completely unharmed and free. How is that even doable? ",Since the tiger haven't eaten in one year it will have died.,Tiger eats the bishop slowly and bishop gets recovered everyday.,The bishop is a good person.,None of above.,0,"[""Since the tiger haven't eaten in one year it will have died."", 'Tiger eats the bishop slowly and bishop gets recovered everyday.', 'The bishop is a good person.', 'None of above.']","[0, 1, 2, 3]"
102,SP-41,"A plane crashed, and every single person on board this flight was killed, yet there were survivors. Explain how?",The married people lived and the singles died.,The survivors could refer to individuals who were not on the plane.,Some people died later.,None of above.,1,"['Some people died later.', 'The married people lived and the singles died.', 'The survivors could refer to individuals who were not on the plane.', 'None of above.']","[2, 0, 1, 3]"
103,SP-41_SR,"Despite the fact that the entire flight was lost in a plane crash and each single person is killed, there were survivors. Describe how?",The married people lived and the singles died.,The survivors could refer to individuals who were not on the plane.,Some people died later.,None of above.,0,"['The married people lived and the singles died.', 'The survivors could refer to individuals who were not on the plane.', 'Some people died later.', 'None of above.']","[0, 1, 2, 3]"
104,SP-41_CR,"Tom received an invitation to a holiday party. He was shocked to discover that no single person was at the party. The party is still filled with singing, though. How is that even doable?",All people at the party except Tom is married.,The music is not good as normal people.,The singing is came from the food on party.,None of above.,2,"['The singing is came from the food on party.', 'The music is not good as normal people.', 'All people at the party except Tom is married.', 'None of above.']","[2, 1, 0, 3]"
105,SP-43,One lady ordered a fast delivery pizza and her order came the next year. How is this possible?,She ordered the pizza for New Year's Day.,The courier got lost and spent the whole year to find the way.,The pizza store was out of ingredients.,None of above.,1,"['The courier got lost and spent the whole year to find the way.', ""She ordered the pizza for New Year's Day."", 'The pizza store was out of ingredients.', 'None of above.']","[1, 0, 2, 3]"
106,SP-43_SR,"One woman placed a quick delivery pizza order, and it was delivered the following year. How is that even possible?",She ordered the pizza for New Year's Day.,The courier got lost and spent the whole year to find the way.,The pizza store was out of ingredients.,None of above.,1,"['The courier got lost and spent the whole year to find the way.', ""She ordered the pizza for New Year's Day."", 'The pizza store was out of ingredients.', 'None of above.']","[1, 0, 2, 3]"
107,SP-43_CR,A man bought a plane ticket to visit his hometown and landed in the next century. How did this happen?,He boarded the plane on New Year's Eve and arrived after midnight on New Year's Day of the next century.,The pilot got lost and spent the whole year to find the way.,The plane was too far away.,None of above.,1,"['The pilot got lost and spent the whole year to find the way.', ""He boarded the plane on New Year's Eve and arrived after midnight on New Year's Day of the next century."", 'The plane was too far away.', 'None of above.']","[1, 0, 2, 3]"
108,SP-44,"In Jamaica, if you drop a steel ball weighing five pounds from a height of 45 inches, it falls more rapidly through the water at 40 degrees Fahrenheit than water at 20 degrees Fahrenheit. How is that possible?",At 20 degrees Fahrenheit the water would be ice.,The temperature of stell ball is more consistent with water in 40 degrees Fahrenheit.,The temperature of stell ball is more consistent with water in 20 degrees Fahrenheit.,None of above.,1,"['The temperature of stell ball is more consistent with water in 40 degrees Fahrenheit.', 'At 20 degrees Fahrenheit the water would be ice.', 'The temperature of stell ball is more consistent with water in 20 degrees Fahrenheit.', 'None of above.']","[1, 0, 2, 3]"
109,SP-44_SR,A five-pound steel ball will fall through water at 40 degrees Fahrenheit more quickly than water at 20 degrees Fahrenheit if it is dropped from a height of 45 inches in Jamaica. How is that even doable?,At 20 degrees Fahrenheit the water would be ice.,The temperature of stell ball is more consistent with water in 40 degrees Fahrenheit.,The temperature of stell ball is more consistent with water in 20 degrees Fahrenheit.,None of above.,1,"['The temperature of stell ball is more consistent with water in 20 degrees Fahrenheit.', 'At 20 degrees Fahrenheit the water would be ice.', 'The temperature of stell ball is more consistent with water in 40 degrees Fahrenheit.', 'None of above.']","[2, 0, 1, 3]"
110,SP-44_CR,"In Jamaica, some kids can stand on the water at 20 degrees Fahrenheit, how is that possible?",At 20 degrees Fahrenheit the water would be ice.,Kids in Jamaica have lower density than water.,The water in Jamaica is not dirty,None of above.,2,"['The water in Jamaica is not dirty', 'Kids in Jamaica have lower density than water.', 'At 20 degrees Fahrenheit the water would be ice.', 'None of above.']","[2, 1, 0, 3]"
111,SP-45,Danny was driving his semi under an overpass when suddenly he came to a screening halt. Danny wasn't paying enough attention and inadvertently drove under the overpass that was just barely as high as his truck. The semi was wedge so tightly that he could not go forward or backward. A fellow tracker came by and told him how he could easily get the semi out from under the bridge. What did he suggest?,He told Danny to let some air out of his tires.,He told Danny to left the bridge.,He told Danny to overturn the track.,None of above.,2,"['He told Danny to left the bridge.', 'He told Danny to overturn the track.', 'He told Danny to let some air out of his tires.', 'None of above.']","[1, 2, 0, 3]"
112,SP-45_SR,"Danny had just passed under an overpass in his semi when he abruptly came to a stop. Danny accidentally drove under the overpass that was only just tall enough for his truck because he wasn't paying enough attention. He was unable to move forward or backward in the semi due to how tightly it was wedged. When another tracker passed by, he was told how simple it would be to remove the semi from underneath the bridge. What did he recommend?",He told Danny to let some air out of his tires.,He told Danny to left the bridge.,He told Danny to overturn the track.,None of above.,2,"['He told Danny to left the bridge.', 'He told Danny to overturn the track.', 'He told Danny to let some air out of his tires.', 'None of above.']","[1, 2, 0, 3]"
113,SP-45_CR,"Mary was enjoying a peaceful paddle in her inflatable kayak on a narrow river. As she turned a bend, she realized that the river became significantly narrower, too narrow for her kayak to pass through. She can't paddle backward due to the strong current. A fellow kayaker on the shore knew how to solve her predicament. What was his suggestion?",He suggested that she deflate her kayak slightly.,He suggested that she expand the river slightly.,He told she to overturn the kayak.,None of above.,0,"['He suggested that she deflate her kayak slightly.', 'He told she to overturn the kayak.', 'He suggested that she expand the river slightly.', 'None of above.']","[0, 2, 1, 3]"
114,SP-46,"A boy had just gotten out of the shower and was getting ready for his prom, shaved and with cologne, and there would be an after-party. And his mom and dad said to be home for the next sunrise and he was home for the next sunrise but with a full-grown beard. How can this be?",He lives in Alaska and sunrise are every six months.,His beard grows in an amazing speed.,He went crazy with friends in that unnormal party.,None of above.,2,"['He went crazy with friends in that unnormal party.', 'His beard grows in an amazing speed.', 'He lives in Alaska and sunrise are every six months.', 'None of above.']","[2, 1, 0, 3]"
115,SP-46_SR,"A boy had just finished getting ready for his prom, shaving, applying cologne, and there would be an after-party. His parents had told him to be home for the next sunrise, but he arrived with a full-grown beard instead. How is this possible?",He lives in Alaska and sunrise are every six months.,His beard grows in an amazing speed.,He went crazy with friends in that unnormal party.,None of above.,0,"['He lives in Alaska and sunrise are every six months.', 'He went crazy with friends in that unnormal party.', 'His beard grows in an amazing speed.', 'None of above.']","[0, 2, 1, 3]"
116,SP-46_CR,"A man sets out to plant a flower at sunrise and his friend asks him to return by the next moonrise. But when he returns, the flower he planted has already wither and fall. How is this possible?",He lives in Alaska where a single day and night can last for months.,His flower grows in an amazing speed.,His friends waters the flower very carefully.,None of above.,2,"['His friends waters the flower very carefully.', 'His flower grows in an amazing speed.', 'He lives in Alaska where a single day and night can last for months.', 'None of above.']","[2, 1, 0, 3]"
117,SP-48,Why is it so cold on Christmas?,Because it's in December.,Because people are waiting for the New Year.,Because people are celebrating.,None of above.,0,"[""Because it's in December."", 'Because people are waiting for the New Year.', 'Because people are celebrating.', 'None of above.']","[0, 1, 2, 3]"
118,SP-48_SR,Why is Christmas Day so chilly?,Because it's in December.,Because people are waiting for the New Year.,Because people are celebrating.,None of above.,0,"[""Because it's in December."", 'Because people are waiting for the New Year.', 'Because people are celebrating.', 'None of above.']","[0, 1, 2, 3]"
119,SP-48_CR,Why is Independence Day so hot?,Because it's in July.,Because people are enjoying the firework.,Because people are celebrating.,None of above.,2,"['Because people are enjoying the firework.', 'Because people are celebrating.', ""Because it's in July."", 'None of above.']","[1, 2, 0, 3]"
120,SP-49,"Wednesday,Tom and Joe went to a restaurant and ate dinner. When they were done they paid and left. Tom and Joe didn't pay. Who did?","Wednesday. The name of the third person in the group, not the day.",The restaurant is too expensive.,They found money in their hamburger.,None of above.,0,"['Wednesday. The name of the third person in the group, not the day.', 'They found money in their hamburger.', 'The restaurant is too expensive.', 'None of above.']","[0, 2, 1, 3]"
121,SP-49_SR,"Wednesday, Tom and Joe had dinner at a restaurant. After finishing, they paid and departed. Joe and Tom don't have to pay. Who paid the bill?","Wednesday. The name of the third person in the group, not the day.",The restaurant is too expensive.,They found money in their hamburger.,None of above.,2,"['The restaurant is too expensive.', 'They found money in their hamburger.', 'Wednesday. The name of the third person in the group, not the day.', 'None of above.']","[1, 2, 0, 3]"
122,SP-49_CR,"Friday, Jason and Kobe go to a restaurant for dinner. The waiter gave three sets of knives and forks to their table. Why?","Friday is also the name of one person, there are three people in total.",The restaurant is too expensive.,Kobe likes eating with two knives and two forks.,None of above.,1,"['The restaurant is too expensive.', 'Friday is also the name of one person, there are three people in total.', 'Kobe likes eating with two knives and two forks.', 'None of above.']","[1, 0, 2, 3]"
123,SP-50,A magician had a water glass that was filled to the top. Holding the glass above his head he let it drop to the carpet without spilling a single drop of water. How could he manage to drop the glass from a height of six feet and not spill any water?,"The glass was filled, but not with water.",The glass is too heavy.,Surface tension prevents water from spilling.,None of above.,0,"['The glass was filled, but not with water.', 'The glass is too heavy.', 'Surface tension prevents water from spilling.', 'None of above.']","[0, 1, 2, 3]"
124,SP-50_SR,"A full water glass was in the hands of the magician. Without spilling a single drop of water, he held the glass above his head and allowed it to fall to the carpet. How did he accomplish dropping the glass from a height of six feet without any water spilling?","The glass was filled, but not with water.",The glass is too heavy.,Surface tension prevents water from spilling.,None of above.,2,"['Surface tension prevents water from spilling.', 'The glass is too heavy.', 'The glass was filled, but not with water.', 'None of above.']","[2, 1, 0, 3]"
125,SP-50_CR,"A man was dancing at a ball when he unintentionally swung his arm off a glass on the table; oddly, not a drop of wine leaked. How is that possible?",There is no wine in the glass.,The glass is too heavy.,Surface tension prevents wine from spilling.,None of above.,1,"['The glass is too heavy.', 'There is no wine in the glass.', 'Surface tension prevents wine from spilling.', 'None of above.']","[1, 0, 2, 3]"
126,SP-51,"Craig died in Florida. Shortly after, Tracy died at sea. Nobody mourned, In fact, everyone was absolute delighted. Why?",They were both hurricanes.,People are getting used to it.,It is a culture traditional.,None of above.,0,"['They were both hurricanes.', 'It is a culture traditional.', 'People are getting used to it.', 'None of above.']","[0, 2, 1, 3]"
127,SP-51_SR,"Craig passed away there. Tracy passed away at sea shortly after. No one was sad; in fact, everyone was ecstatic. Why?",They were both hurricanes.,People are getting used to it.,It is a culture traditional.,None of above.,0,"['They were both hurricanes.', 'It is a culture traditional.', 'People are getting used to it.', 'None of above.']","[0, 2, 1, 3]"
128,SP-51_CR,Morgan is dying near the sea line. Many people witness her death but no one feel sad. Why?,Morgan is the name of hurricane.,People are getting used to it.,It is a culture traditional.,None of above.,2,"['People are getting used to it.', 'It is a culture traditional.', 'Morgan is the name of hurricane.', 'None of above.']","[1, 2, 0, 3]"
129,SP-52,Morgan was making apricot jam. She put all the apricots in the pot and stirred them up. Then she remembered she had to add 1 ounce of lemon juice for every two apricots! How did she figure out how much lemon juice to put?,She counted the pits of apricots.,She is an execellent chef.,She is good at physicis.,None of above.,2,"['She is good at physicis.', 'She is an execellent chef.', 'She counted the pits of apricots.', 'None of above.']","[2, 1, 0, 3]"
130,SP-52_SR,Apricot Jam was being made by Morgan. She stirred the apricots in the pot after adding them all. It was then that she realized she needed to add 1 ounce of lemon juice for every 2 apricots! How did she calculate the appropriate amount of lemon juice?,She counted the pits of apricots.,She is an execellent chef.,She is good at physicis.,None of above.,2,"['She is an execellent chef.', 'She is good at physicis.', 'She counted the pits of apricots.', 'None of above.']","[1, 2, 0, 3]"
131,SP-52_CR,"Emma was making a peach cobbler. After peeling and chopping all the peaches, she realized that she had to add a teaspoon of cinnamon for every four peaches. How did she figure out how much cinnamon to add?",She counted the peach pits.,She is an execellent chef.,She is good at physicis.,None of above.,2,"['She is an execellent chef.', 'She is good at physicis.', 'She counted the peach pits.', 'None of above.']","[1, 2, 0, 3]"
132,SP-53,"A woman who lives in new york legally married three men, she did not get divorce, get an enrollment, or legally seperate. How is this possible?",She is a minister.,His husband is not a good husband.,The woman is not a good person.,None of above.,2,"['The woman is not a good person.', 'His husband is not a good husband.', 'She is a minister.', 'None of above.']","[2, 1, 0, 3]"
133,SP-53_SR,"A woman who lives in New York legally wed three men; she didn't get divorced, enroll, or separate from them in any other way. How is that even possible?",She is a minister.,His husband is not a good husband.,The woman is not a good person.,None of above.,2,"['The woman is not a good person.', 'His husband is not a good husband.', 'She is a minister.', 'None of above.']","[2, 1, 0, 3]"
134,SP-53_CR,"A woman living in Rome legally gave birth to five children, but she has never been pregnant. How is this possible?",The woman is a surrogate mother.,His husband is not a good husband.,The woman is not a good person.,None of above.,0,"['The woman is a surrogate mother.', 'The woman is not a good person.', 'His husband is not a good husband.', 'None of above.']","[0, 2, 1, 3]"
135,SP-54,George was cleaning the windows on the eighteenth floor of an office block when there was a massive power failure. The electric hoist on his platform was immoblized. So how did he manage to get down before the power was restored?,George walked down the stairs. He was cleaning the inside of the windows.,George get to the roof and escape.,George needs to lift a heavy object.,None of above.,2,"['George get to the roof and escape.', 'George needs to lift a heavy object.', 'George walked down the stairs. He was cleaning the inside of the windows.', 'None of above.']","[1, 2, 0, 3]"
136,SP-54_SR,"When there was a severe power outage, George was on the eighth floor of an office building cleaning the windows. He had disabled the electric hoist on his platform. So how did he escape before the power was turned back on?",George walked down the stairs. He was cleaning the inside of the windows.,George get to the roof and escape.,George needs to lift a heavy object.,None of above.,0,"['George walked down the stairs. He was cleaning the inside of the windows.', 'George get to the roof and escape.', 'George needs to lift a heavy object.', 'None of above.']","[0, 1, 2, 3]"
137,SP-54_CR,"In the midst of a plumbing shutdown, Jack was stuck on the tenth floor of an apartment building fixing a leaky pipe. The elevator was out of order due to the plumbing issue. How did he manage to get out of the building before the plumbing was fixed?","Jack used the stairs. He was fixing the leaky pipe inside the apartment, not trapped in the elevator.
",Jack get to the roof and escape.,Jack needs to lift a heavy object.,None of above.,1,"['Jack get to the roof and escape.', 'Jack used the stairs. He was fixing the leaky pipe inside the apartment, not trapped in the elevator.\n', 'Jack needs to lift a heavy object.', 'None of above.']","[1, 0, 2, 3]"
138,SP-55,"A man buys a rope from a woman for $3.00 and hands the woman a $10 bill. The woman goes into the grocery store next door to get change. She returns and gives the man $7.00. After the man leaves, the clerk from the store comes and says, ""Hey, that was a counterfeit bill you gave me."" The woman gives the clerk a good bill. How much has the woman lost?",Seven dollars plus the rope.,Seven dollars.,Thirteen dollars.,None of above.,1,"['Seven dollars.', 'Seven dollars plus the rope.', 'Thirteen dollars.', 'None of above.']","[1, 0, 2, 3]"
139,SP-55_SR,"A man gives a woman a $10 bill and pays her $3 for a rope. To get change, the woman enters the grocery store right next door. When she comes back, she gives the man $7. Hey, that was a counterfeit bill you gave me, the store clerk says as the customer leaves. The lady hands the cashier a decent bill. How much has she lost in total?",Seven dollars plus the rope.,Seven dollars.,Thirteen dollars.,None of above.,0,"['Seven dollars plus the rope.', 'Thirteen dollars.', 'Seven dollars.', 'None of above.']","[0, 2, 1, 3]"
140,SP-55_CR,"A woman sells a bottle of perfume to a man for $5.00 and receives a $20 bill from him. She doesn't have change, so she goes to the bakery next door to get it. She comes back and gives the man $15.00. After the man leaves, the baker comes over and says, ""That bill you gave me was counterfeit."" The woman gives the baker a real $20 bill. How much has the woman lost?",Fifteen dollars plus the perfume.,Fifteen dollars.,Twenty-five dollars.,None of above.,1,"['Fifteen dollars.', 'Fifteen dollars plus the perfume.', 'Twenty-five dollars.', 'None of above.']","[1, 0, 2, 3]"
141,SP-56,Two camels were facing in opposite directions. One was facing due East and one was facing due West. They were in the desert so there was no reflection. How can they manage to see each other without walking around or turning around or moving their heads?,The two camels were facing each other the entire time.,They were in the middle of desert.,Their eyes have a very wide view.,None of above.,2,"['They were in the middle of desert.', 'Their eyes have a very wide view.', 'The two camels were facing each other the entire time.', 'None of above.']","[1, 2, 0, 3]"
142,SP-56_SR,"There were two camels facing in different directions. One was facing directly East, and the other directly West. There was no reflection because they were in the desert. How do they manage to see one another without turning around, moving their heads, or moving around?",The two camels were facing each other the entire time. Hence facing in opposite directions.,They were in the middle of desert.,Their eyes have a very wide view.,None of above.,0,"['The two camels were facing each other the entire time. Hence facing in opposite directions.', 'Their eyes have a very wide view.', 'They were in the middle of desert.', 'None of above.']","[0, 2, 1, 3]"
143,SP-56_CR,"Two lighthouses are situated back to back on the same island, one faces due North and the other due South. They never turn or rotate. How can they both illuminate the same ship at the same time?",The ship is exactly in between the two lighthouses.,It is a spaceship.,There are reflection on the island.,None of above.,1,"['It is a spaceship.', 'The ship is exactly in between the two lighthouses.', 'There are reflection on the island.', 'None of above.']","[1, 0, 2, 3]"
144,SP-57,"A sharpshooter hung up his hat and put on a blindfolded. He then walked 100 yards, turned around, and shot a bullet through his hat. The blindfolded was a perfectly good one, completely blocking the man's vision. How did he manage this?",He hung his hat on the barrel of his gun.,He uses a computer to compute his actions.,He uses the sound to feel the direction.,None of above.,1,"['He uses the sound to feel the direction.', 'He hung his hat on the barrel of his gun.', 'He uses a computer to compute his actions.', 'None of above.']","[2, 0, 1, 3]"
145,SP-57_SR,"A shooter put his hat away and donned a blindfold. He then made a 100-yard walk, turned around, and shot a bullet in the hat. The man's vision was completely obscured by the effective blindfold. How did he pull this off?",He hung his hat on the barrel of his gun.,He uses a computer to compute his actions.,He uses the sound to feel the direction.,None of above.,0,"['He hung his hat on the barrel of his gun.', 'He uses a computer to compute his actions.', 'He uses the sound to feel the direction.', 'None of above.']","[0, 1, 2, 3]"
146,SP-57_CR,"A famed pilot walks 100 yards away from his plane, puts on a blindfold, and then flies his plane through a ring hanging in the sky, all without any technological assistance or help from others. His vision was entirely obscured by the blindfold. How did he do this?","Before putting on the blindfold, the pilot attached the ring to the front of his plane. ",He receives technological assistance stealthy.,He uses the sound to feel the direction.,None of above.,2,"['He receives technological assistance stealthy.', 'He uses the sound to feel the direction.', 'Before putting on the blindfold, the pilot attached the ring to the front of his plane. ', 'None of above.']","[1, 2, 0, 3]"
147,SP-58,"Two cops walked into a room with no windows and found a dead man who obviously hung himself from the ceiling, though they couldn't figure out how. There was no chair beneath him that he might have jumped off of, or a table. Just a paddle of water. How'd he do it?",He stood on a block of ice until it melted.,The man sat on the floor.,He positioned himself.,None of above.,1,"['He positioned himself.', 'He stood on a block of ice until it melted.', 'The man sat on the floor.', 'None of above.']","[2, 0, 1, 3]"
148,SP-58_SR,"Two police officers entered a room without any windows and discovered a dead man who had apparently hung himself from the ceiling, though they were unable to determine how. There was no table or chair beneath him from which he could have jumped. merely a water paddle. What was his method?",He stood on a block of ice until it melted.,The man sat on the floor.,He positioned himself.,None of above.,0,"['He stood on a block of ice until it melted.', 'He positioned himself.', 'The man sat on the floor.', 'None of above.']","[0, 2, 1, 3]"
149,SP-58_CR,"A woman is found dead in a field of snow. The only tracks are her own leading up to her. There are no signs of struggle, no other footprints, and no other evidence. Only an abandoned pack of balloons is found nearby. How did she die?",She was in a hot air balloon which was losing altitude and crashed.,The womam killed herself with the toxic in ballon.,She was dead of a heart attack.,None of above.,0,"['She was in a hot air balloon which was losing altitude and crashed.', 'She was dead of a heart attack.', 'The womam killed herself with the toxic in ballon.', 'None of above.']","[0, 2, 1, 3]"
150,SP-61,A truck driver went three blocks the wrong way down a one-way street without breaking the law. How come?,The truck driver was walking.,There is no people on that street.,He tried to get away from the police.,None of above.,2,"['He tried to get away from the police.', 'There is no people on that street.', 'The truck driver was walking.', 'None of above.']","[2, 1, 0, 3]"
151,SP-61_SR,"Without breaking the law, a truck driver went three blocks down a one-way street. Why is that?",The truck driver was walking.,There is no people on that street.,He tried to get away from the police.,None of above.,2,"['He tried to get away from the police.', 'There is no people on that street.', 'The truck driver was walking.', 'None of above.']","[2, 1, 0, 3]"
