,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
102,WP-42,What 7 letter word becomes longer when the third letter is removed?,Lounger.,Recliner.,Chaise.,None of above.,1,"['Chaise.', 'Lounger.', 'Recliner.', 'None of above.']","[2, 0, 1, 3]"
103,WP-42_SR,What 7-letter word becomes longer when the third letter is removed?,Lounger.,Recliner.,Chaise.,None of above.,1,"['Recliner.', 'Lounger.', 'Chaise.', 'None of above.']","[1, 0, 2, 3]"
104,WP-42_CR,What 5-letter word becomes shorter when adding new letters?,Short.,Small.,Brief.,None of above.,2,"['Small.', 'Brief.', 'Short.', 'None of above.']","[1, 2, 0, 3]"
105,WP-44,What pets make stirring music?,Trumpet.,Corgi.,Husky.,None of above.,2,"['Corgi.', 'Husky.', 'Trumpet.', 'None of above.']","[1, 2, 0, 3]"
106,WP-44_SR,What animals produce moving music?,Trumpet.,Corgi.,Husky.,None of above.,0,"['Trumpet.', 'Husky.', 'Corgi.', 'None of above.']","[0, 2, 1, 3]"
107,WP-44_CR,What pets have driving license?,Carpet.,Corgi.,Husky.,None of above.,0,"['Carpet.', 'Husky.', 'Corgi.', 'None of above.']","[0, 2, 1, 3]"
108,WP-45,How do you make a pirate angry?,Take away the 'p'.,Take away the 'e'.,Take away the 'i'.,None of above.,0,"[""Take away the 'p'."", ""Take away the 'e'."", ""Take away the 'i'."", 'None of above.']","[0, 1, 2, 3]"
109,WP-45_SR,How do you make a pirate angry?,Take away the 'p'.,Take away the 'e'.,Take away the 'i'.,None of above.,1,"[""Take away the 'i'."", ""Take away the 'p'."", ""Take away the 'e'."", 'None of above.']","[2, 0, 1, 3]"
110,WP-45_CR,How do you make the manager angry?,Take away the 'm'.,Take away the 'e'.,Take away the 'r'.,None of above.,2,"[""Take away the 'e'."", ""Take away the 'r'."", ""Take away the 'm'."", 'None of above.']","[1, 2, 0, 3]"
111,WP-46,What 4 days in the week start with T?,"Tuesday, Thursday, Today and Tomorrow.","Monday, Tuesday, Wednesday and Thursday.","Tuesday, Wednesday,Thursday and Friday.",None of above.,1,"['Monday, Tuesday, Wednesday and Thursday.', 'Tuesday, Thursday, Today and Tomorrow.', 'Tuesday, Wednesday,Thursday and Friday.', 'None of above.']","[1, 0, 2, 3]"
112,WP-46_SR,What four days of the week begin with the letter T?,"Tuesday, Thursday, Today and Tomorrow","Monday, Tuesday, Wednesday and Thursday.","Tuesday, Wednesday,Thursday and Friday.",None of above.,2,"['Monday, Tuesday, Wednesday and Thursday.', 'Tuesday, Wednesday,Thursday and Friday.', 'Tuesday, Thursday, Today and Tomorrow', 'None of above.']","[1, 2, 0, 3]"
113,WP-46_CR,What days in the week start with Y?,Yesterday.,Monday.,Friday.,None of above.,0,"['Yesterday.', 'Friday.', 'Monday.', 'None of above.']","[0, 2, 1, 3]"
114,WP-47,What kind of fish chases a mouse?,Catfish.,Salmon.,Bass.,None of above.,0,"['Catfish.', 'Salmon.', 'Bass.', 'None of above.']","[0, 1, 2, 3]"
115,WP-47_SR,What type of fish pursues a mouse?,Catfish.,Salmon.,Bass.,None of above.,0,"['Catfish.', 'Bass.', 'Salmon.', 'None of above.']","[0, 2, 1, 3]"
116,WP-47_CR,What type of dog sits in the sun all day?,Hotdog.,Corgi.,Husky.,None of above.,1,"['Husky.', 'Hotdog.', 'Corgi.', 'None of above.']","[2, 0, 1, 3]"
117,WP-48,"You are in a place called Wall's World and there is only one law. There is a mirror, but no reflection. There is pizza with cheese, but not sausage. There is pepper, but no salt. There is a door, yet no entrance or exit. What is the law?
","Each word in Wall's World must contain double letters.
","Each word in Wall's World must contain less than seven letters.
","Each word in Wall's World must contain more than four letters.
",None of above.,2,"[""Each word in Wall's World must contain less than seven letters.\n"", ""Each word in Wall's World must contain more than four letters.\n"", ""Each word in Wall's World must contain double letters.\n"", 'None of above.']","[1, 2, 0, 3]"
118,WP-48_SR,"You are in Wall's World, where there is only one law. There is a mirror but there is no reflection. Pizza with cheese is available, but not with sausage. There is pepper on the table, but no salt. There is a door, but no way in or out. What exactly is the law?","Each word in Wall's World must contain double letters.
","Each word in Wall's World must contain less than seven letters.
","Each word in Wall's World must contain more than four letters.
",None of above.,1,"[""Each word in Wall's World must contain more than four letters.\n"", ""Each word in Wall's World must contain double letters.\n"", ""Each word in Wall's World must contain less than seven letters.\n"", 'None of above.']","[2, 0, 1, 3]"
119,WP-48_CR,"You are in Wall's World, where there is only one law. There is a noon but there is no morning. People have mum and dad, but no sister or brother. The amry has radar but no weapon. What exactly is the law?","Each word in Wall's World must be symmetry.
","Each word in Wall's World must contain less than seven letters.
","Each word in Wall's World must contain more than four letters.
",None of above.,1,"[""Each word in Wall's World must contain more than four letters.\n"", ""Each word in Wall's World must be symmetry.\n"", ""Each word in Wall's World must contain less than seven letters.\n"", 'None of above.']","[2, 0, 1, 3]"
120,WP-49,"What does I RIGHT I mean? 
","Right between the eyes.
",Two letter I.,I am right next to myself.,None of above.,2,"['I am right next to myself.', 'Two letter I.', 'Right between the eyes.\n', 'None of above.']","[2, 1, 0, 3]"
121,WP-49_SR,What exactly does I RIGHT I mean?,"Right between the eyes.
",Two letter I.,I am right next to myself.,None of above.,1,"['Two letter I.', 'Right between the eyes.\n', 'I am right next to myself.', 'None of above.']","[1, 0, 2, 3]"
122,WP-49_CR,What exactly does U IN MY I mean?,You in my eye.,The word 'UINMYI'.,Letter U is inside my letter I.,None of above.,2,"[""The word 'UINMYI'."", 'Letter U is inside my letter I.', 'You in my eye.', 'None of above.']","[1, 2, 0, 3]"
123,WP-50,"Which word is written incorrectly in the dictionary?
","The word ""incorrectly"".
","The word ""false"".","The word ""wrong"".",None of above.,0,"['The word ""incorrectly"".\n', 'The word ""false"".', 'The word ""wrong"".', 'None of above.']","[0, 1, 2, 3]"
124,WP-50_SR,"Which of the following words is incorrectly in the dictionary?
","The word ""incorrectly"".
","The word ""false"".","The word ""wrong"".",None of above.,0,"['The word ""incorrectly"".\n', 'The word ""false"".', 'The word ""wrong"".', 'None of above.']","[0, 1, 2, 3]"
125,WP-50_CR,"Which word is misspelled in the dictionary?
","The word ""misspelled"".
","The word ""false"".","The word ""wrong"".",None of above.,1,"['The word ""false"".', 'The word ""misspelled"".\n', 'The word ""wrong"".', 'None of above.']","[1, 0, 2, 3]"
126,WP-51,"What letters are easily found in every single day of the week?
","DAY.
",T H U.,M F S.,None of above.,1,"['T H U.', 'DAY.\n', 'M F S.', 'None of above.']","[1, 0, 2, 3]"
127,WP-51_SR,"What letters are easily found in every single day of the week?
","DAY.
",T H U.,M F S.,None of above.,1,"['M F S.', 'DAY.\n', 'T H U.', 'None of above.']","[2, 0, 1, 3]"
128,WP-51_CR,What four letters can be found in every morning and evening of the year?,N I N G.,F O O D.,M O R N.,None of above.,1,"['M O R N.', 'N I N G.', 'F O O D.', 'None of above.']","[2, 0, 1, 3]"
129,WP-52,"If the red house is on the right side and if the blue house is on the left side, where's the white house?
","In Washington, D.C.
",In the middle of red house and blue house.,On the right of red house.,None of above.,1,"['On the right of red house.', 'In Washington, D.C.\n', 'In the middle of red house and blue house.', 'None of above.']","[2, 0, 1, 3]"
130,WP-52_SR,Where is the white house if the red house is on the right and the blue house is on the left?,"In Washington, D.C.
",In the middle of red house and blue house.,On the right of red house.,None of above.,1,"['On the right of red house.', 'In Washington, D.C.\n', 'In the middle of red house and blue house.', 'None of above.']","[2, 0, 1, 3]"
131,WP-52_CR,"If the rose garden is in England and the cherry blossom grove is in Japan, where is the maple leaf?",In Canada.,In the middle of England and Japan.,Also in Japan.,None of above.,1,"['Also in Japan.', 'In Canada.', 'In the middle of England and Japan.', 'None of above.']","[2, 0, 1, 3]"
132,WP-53,"I am the beginning of sorrow and the end of sickness. You cannot express happiness without me yet I am in the midst of crosses. I am always in risk yet never in danger. You may find me in the sun, but I am never out of darkness.",The letter S.,The letter E.,The letter I.,None of above.,2,"['The letter I.', 'The letter E.', 'The letter S.', 'None of above.']","[2, 1, 0, 3]"
133,WP-53_SR,"I am the start of suffering and the finish of illness. You need me to express happiness because you are unable to do so on your own. I am constantly at risk, but I'm never in danger. I may be in the sun, but I'm never out of the shadows.",The letter S.,The letter E.,The letter I.,None of above.,2,"['The letter I.', 'The letter E.', 'The letter S.', 'None of above.']","[2, 1, 0, 3]"
134,WP-53_CR,"I am at the start of energy and the end of time and space. I am essential to creation, and I surround every place. What am I?",The letter E.,The letter S.,The letter I.,None of above.,2,"['The letter I.', 'The letter S.', 'The letter E.', 'None of above.']","[2, 1, 0, 3]"
135,WP-54,"Which room has no walls?
","A mushroom
",A restroom.,A classroom.,None of above.,0,"['A mushroom\n', 'A restroom.', 'A classroom.', 'None of above.']","[0, 1, 2, 3]"
136,WP-54_SR,Which room is wallless?,"A mushroom
",A restroom.,A classroom.,None of above.,0,"['A mushroom\n', 'A restroom.', 'A classroom.', 'None of above.']","[0, 1, 2, 3]"
137,WP-54_CR,What kind of keys can't open locks?,Monkey.,Gold key.,Car key.,None of above.,2,"['Gold key.', 'Car key.', 'Monkey.', 'None of above.']","[1, 2, 0, 3]"
138,WP-55,What are the next three letters in this combination? OTTFFSS_.,E N T.,T U V.,F F T.,None of above.,2,"['F F T.', 'T U V.', 'E N T.', 'None of above.']","[2, 1, 0, 3]"
139,WP-55_SR,What three letters make up this combination's next three? OTTFFSS_.,E N T.,T U V.,F F T.,None of above.,1,"['T U V.', 'E N T.', 'F F T.', 'None of above.']","[1, 0, 2, 3]"
140,WP-55_CR,"If O+ E = N , Z+Z =Z, what is Z +O?",O.,Z.,E.,None of above.,1,"['E.', 'O.', 'Z.', 'None of above.']","[2, 0, 1, 3]"
141,WP-57,"What happens only in the middle of each month, in all of the seasons, except summer, and happens only in the night, never in the day? ",The letter 'N'.,The letter 'M'.,The letter 'R'.,None of above.,2,"[""The letter 'M'."", ""The letter 'R'."", ""The letter 'N'."", 'None of above.']","[1, 2, 0, 3]"
142,WP-57_SR,"What only occurs in the middle of every month, in all season but the summer, and only at night, never during the day? ",The letter 'N'.,The letter 'M'.,The letter 'R'.,None of above.,1,"[""The letter 'R'."", ""The letter 'N'."", ""The letter 'M'."", 'None of above.']","[2, 0, 1, 3]"
143,WP-57_CR,"What exist in every year, in all season but the fall, and only happen at morning?",The letter 'R'.,The letter 'M'.,The letter 'S'.,None of above.,1,"[""The letter 'M'."", ""The letter 'R'."", ""The letter 'S'."", 'None of above.']","[1, 0, 2, 3]"
144,WP-58,"If fish lived on land, where would they live?",In Finland.,In woodland.,In farmland.,None of above.,2,"['In farmland.', 'In woodland.', 'In Finland.', 'None of above.']","[2, 1, 0, 3]"
145,WP-58_SR,Where would fish live if they were to live on land?,In Finland.,In woodland.,In farmland.,None of above.,2,"['In woodland.', 'In farmland.', 'In Finland.', 'None of above.']","[1, 2, 0, 3]"
146,WP-58_CR,"If fishes went to concerts, which part do they like most? ",Finale.,Prologue.,Cadenza.,None of above.,2,"['Cadenza.', 'Prologue.', 'Finale.', 'None of above.']","[2, 1, 0, 3]"
147,WP-61,What is the proper length for a lady's skirt?,A little above two feet.,As long as the height of lady.,As big as the age of lady.,None of above.,0,"['A little above two feet.', 'As big as the age of lady.', 'As long as the height of lady.', 'None of above.']","[0, 2, 1, 3]"
148,WP-61_SR,What length should a woman's skirt be?,A little above two feet.,As long as the height of lady.,As big as the age of lady.,None of above.,2,"['As long as the height of lady.', 'As big as the age of lady.', 'A little above two feet.', 'None of above.']","[1, 2, 0, 3]"
149,WP-61_CR,What's the proper length for a snake's boots?,A little more than one feet.,As long as the height of people.,As big as the age of people.,None of above.,1,"['As big as the age of people.', 'A little more than one feet.', 'As long as the height of people.', 'None of above.']","[2, 0, 1, 3]"
150,WP-63,"Mr. Red resides in a red home, Mrs. Pink resides in a pink home, and Mr. Blue resides in a blue home. The White House is inhabited by who?",None of above.,Mr. White.,"Mr. Red, Mrs Pink and Mrs Blue share the house.",Mrs. Pink.,3,"['Mr. White.', 'Mrs. Pink.', 'Mr. Red, Mrs Pink and Mrs Blue share the house.', 'None of above.']","[1, 3, 2, 0]"
151,WP-63_SR,"Mrs. Pink, Mr. Red, and Mr. Blue all reside in pink homes, while Mr. Red resides in a red home. In the White House, who resides?",None of above.,Mr. White.,"Mr. Red, Mrs Pink and Mrs Blue share the house.",Mrs. Pink.,3,"['Mr. White.', 'Mrs. Pink.', 'Mr. Red, Mrs Pink and Mrs Blue share the house.', 'None of above.']","[1, 3, 2, 0]"
152,WP-63_CR,"Mrs. Three lives in a Triangle, Mrs. Four lives in a Quadrilateral, who lives in the Pentagon? ",None of above.,Mr. Five.,"Mr. Three, Mrs Four and Mrs Five share the house.",Mrs. Three.,3,"['Mrs. Three.', 'Mr. Five.', 'Mr. Three, Mrs Four and Mrs Five share the house.', 'None of above.']","[3, 1, 2, 0]"
153,WP-64,"There is a pink house made of pink  bricks, a blue house made of blue bricks, an orange house made of orange bricks. What color bricks is a greenhouse made of?",None of above.,Green.,"Mix of pink,blue and orange.",Pink.,3,"['Mix of pink,blue and orange.', 'Pink.', 'Green.', 'None of above.']","[2, 3, 1, 0]"
154,WP-64_SR,"A pink house is constructed of pink bricks, a blue house is constructed of blue bricks, and an orange house is constructed of orange bricks. What kind of bricks in a greenhouse?",None of above.,Green.,"Mix of pink,blue and orange.",Pink.,3,"['Green.', 'Pink.', 'Mix of pink,blue and orange.', 'None of above.']","[1, 3, 2, 0]"
155,WP-64_CR,"Pink Univerisity is constructed of Pink bricks, Blue Univerisity is constructed of blue bricks, Yellow Univerisity is constructed of blue bricks, what kind of bricks in Brown University?",None of above.,Brown.,"Mix of pink,blue and yellow.",Blue,3,"['Mix of pink,blue and yellow.', 'Blue', 'Brown.', 'None of above.']","[2, 3, 1, 0]"
156,WP-65,"What comes once in a minute, twice in a moment, but never in a thousand years?",The letter M.,The letter N.,The letter E.,None of above.,2,"['The letter N.', 'The letter E.', 'The letter M.', 'None of above.']","[1, 2, 0, 3]"
157,WP-65_SR,"What can be seen once in a minute, two times if you consider a moment, but you cannot see that in a thousand years?",The letter M.,The letter N.,The letter E.,None of above.,0,"['The letter M.', 'The letter N.', 'The letter E.', 'None of above.']","[0, 1, 2, 3]"
158,WP-65_CR,"What's something you see twice in a year, but only once in a day",Vowels.,Consonant.,Diphthong.,None of above.,1,"['Consonant.', 'Vowels.', 'Diphthong.', 'None of above.']","[1, 0, 2, 3]"
159,WP-66,Where does Christmas come before Thanksgiving?,In the dictionary.,In the physical book.,In a biography.,None of above.,0,"['In the dictionary.', 'In a biography.', 'In the physical book.', 'None of above.']","[0, 2, 1, 3]"
160,WP-66_SR,Where does Christmas fall before Thanksgiving?,In the dictionary.,In the physical book.,In a biography.,None of above.,0,"['In the dictionary.', 'In a biography.', 'In the physical book.', 'None of above.']","[0, 2, 1, 3]"
161,WP-66_CR,Where does Friday comes before Thursday?,In the dictionary.,In holiday.,In North Pole.,None of above.,0,"['In the dictionary.', 'In holiday.', 'In North Pole.', 'None of above.']","[0, 1, 2, 3]"
162,WP-67,"How do you make the number 7 even without addition, subtraction, multiplication, or division?","Drop the ""S"".","Drop the ""E"".","Drop the ""N"".",None of above.,2,"['Drop the ""N"".', 'Drop the ""E"".', 'Drop the ""S"".', 'None of above.']","[2, 1, 0, 3]"
163,WP-67_SR,"How can you get the number 7 even without adding, subtracting, multiplying, or dividing?","Drop the ""S"".","Drop the ""E"".","Drop the ""N"".",None of above.,0,"['Drop the ""S"".', 'Drop the ""E"".', 'Drop the ""N"".', 'None of above.']","[0, 1, 2, 3]"
164,WP-67_CR,"How do you make the number eleven even without addition, subtraction, multiplication or division?","Drop the ""el""","Drop the ""en"".","Drop the ""e"".",None of above.,0,"['Drop the ""el""', 'Drop the ""e"".', 'Drop the ""en"".', 'None of above.']","[0, 2, 1, 3]"
165,WP-68,How do you spell candy in 2 letters?,C' and 'Y'.,C' and 'A'.,A' and 'Y'.,None of above.,1,"[""C' and 'A'."", ""C' and 'Y'."", ""A' and 'Y'."", 'None of above.']","[1, 0, 2, 3]"
166,WP-68_SR,How do you write down candy with two characters?,C' and 'Y'.,C' and 'A'.,A' and 'Y'.,None of above.,2,"[""C' and 'A'."", ""A' and 'Y'."", ""C' and 'Y'."", 'None of above.']","[1, 2, 0, 3]"
167,WP-68_CR,How do you spell pork in 2 letters,P' (OR) 'K'.,P' (OR) 'O'.,O' (OR) 'K'.,None of above.,1,"[""P' (OR) 'O'."", ""P' (OR) 'K'."", ""O' (OR) 'K'."", 'None of above.']","[1, 0, 2, 3]"
168,WP-69,How do you spell hard water with three letters?,ICE.,HAW.,HHO.,None of above.,1,"['HHO.', 'ICE.', 'HAW.', 'None of above.']","[2, 0, 1, 3]"
169,WP-69_SR,"With only three letters, how do you spell hard water?",ICE.,HAW.,HHO.,None of above.,2,"['HAW.', 'HHO.', 'ICE.', 'None of above.']","[1, 2, 0, 3]"
170,WP-69_CR,How do you spell hot water in only five letters?,VAPOR.,HOTWA.,HOTHO.,None of above.,1,"['HOTWA.', 'VAPOR.', 'HOTHO.', 'None of above.']","[1, 0, 2, 3]"
171,WP-70,"What is one thing that all wise men, regardless of their politics or religion, agree is between heaven and earth?",The word 'and'.,The word 'peace'.,The word 'love'.,None of above.,2,"[""The word 'love'."", ""The word 'peace'."", ""The word 'and'."", 'None of above.']","[2, 1, 0, 3]"
172,WP-70_SR,"What is it that all sensible men, regardless of political or religious beliefs, believe exists between heaven and earth?",The word 'and'.,The word 'peace'.,The word 'love'.,None of above.,1,"[""The word 'peace'."", ""The word 'and'."", ""The word 'love'."", 'None of above.']","[1, 0, 2, 3]"
173,WP-70_CR,What's that one thing that you can always find between football and volleyball?,The word 'and'.,The word 'foot'.,The word 'volley'.,None of above.,1,"[""The word 'foot'."", ""The word 'and'."", ""The word 'volley'."", 'None of above.']","[1, 0, 2, 3]"
174,WP-72,A man has Ten Horses and nine stables as shown here. [] [] [] [] [] [] [] [] [] The man wants to fit Ten Horses into nine stables. How can he fit Ten horses into nine stables?,One letter for each stable. [T][E][N] [H][O][R][S][E][S].,One letter for each stable. [H][O][R] [S][E][S][H][O][R].,One letter for each stable. [H][H][H] [H][H][H][H][H][H].,None of above.,1,"['One letter for each stable. [H][O][R] [S][E][S][H][O][R].', 'One letter for each stable. [T][E][N] [H][O][R][S][E][S].', 'One letter for each stable. [H][H][H] [H][H][H][H][H][H].', 'None of above.']","[1, 0, 2, 3]"
175,WP-72_SR,"As seen below, a man has ten horses and nine barns. [] [] [] [] [] [] [] [] [] The guy want to house ten horses in nine barns. How is he going to fit ten horses into nine stables?

",One letter for each stable. [T][E][N] [H][O][R][S][E][S],One letter for each stable. [H][O][R] [S][E][S][H][O][R].,One letter for each stable. [H][H][H] [H][H][H][H][H][H].,None of above.,0,"['One letter for each stable. [T][E][N] [H][O][R][S][E][S]', 'One letter for each stable. [H][O][R] [S][E][S][H][O][R].', 'One letter for each stable. [H][H][H] [H][H][H][H][H][H].', 'None of above.']","[0, 1, 2, 3]"
176,WP-72_CR,"As seen below, a teacher wants to have thirteen boys in a classroom with tweleve chairs like this: [][][][][][][][][][][][]. How does he have to do this?",One letter on each chair: [t][h][i][r][t][e][e][n][b][o][y][s],One letter on each chair: [b][o][y][b][o][y][b][o][y][b][o][y].,One letter on each chair: [b][b][b][b][b][b][b][b][b][b][b][b].,None of above.,0,"['One letter on each chair: [t][h][i][r][t][e][e][n][b][o][y][s]', 'One letter on each chair: [b][o][y][b][o][y][b][o][y][b][o][y].', 'One letter on each chair: [b][b][b][b][b][b][b][b][b][b][b][b].', 'None of above.']","[0, 1, 2, 3]"
177,WP-73,"Always in visible, yet never out of sight.
What are they?",The letters I and S.,The letters V and S.,The letters V and I.,None of above.,0,"['The letters I and S.', 'The letters V and S.', 'The letters V and I.', 'None of above.']","[0, 1, 2, 3]"
178,WP-73_SR,"Never out of sight, yet always in visible.
What exactly are they?",The letters I and S.,The letters V and S.,The letters V and I.,None of above.,1,"['The letters V and I.', 'The letters I and S.', 'The letters V and S.', 'None of above.']","[2, 0, 1, 3]"
179,WP-73_CR,What's always in a rush but not even once in running?,The letters S and H.,The letters U and S.,The letters R and U.,None of above.,0,"['The letters S and H.', 'The letters R and U.', 'The letters U and S.', 'None of above.']","[0, 2, 1, 3]"
180,WP-74,What is the end of everything?,The letter G.,The letter T.,The letter E.,None of above.,2,"['The letter T.', 'The letter E.', 'The letter G.', 'None of above.']","[1, 2, 0, 3]"
181,WP-74_SR,How does everything finish?,The letter G.,The letter T.,The letter E.,None of above.,2,"['The letter E.', 'The letter T.', 'The letter G.', 'None of above.']","[2, 1, 0, 3]"
182,WP-74_CR,What's the beginning of everything?,The letter E,The letter T.,The letter G.,None of above.,2,"['The letter T.', 'The letter G.', 'The letter E', 'None of above.']","[1, 2, 0, 3]"
183,WP-75,What can be seen in the middle of March and April that cannot be seen at the beginning or end of either month?,The letter R.,The letter A.,The letter I.,None of above.,0,"['The letter R.', 'The letter A.', 'The letter I.', 'None of above.']","[0, 1, 2, 3]"
184,WP-75_SR,What is seen in the midst of March and April that is not visible at the start or end of each month?,The letter R.,The letter A.,The letter I.,None of above.,0,"['The letter R.', 'The letter I.', 'The letter A.', 'None of above.']","[0, 2, 1, 3]"
185,WP-75_CR,"What's that one thing in the middle of Rules and Sales, however, it's not written nor bargained.",The letter L.,The letter E.,The letter R.,None of above.,2,"['The letter R.', 'The letter E.', 'The letter L.', 'None of above.']","[2, 1, 0, 3]"
186,WP-76,How many letters are in the alphabet?,There are 11 letters.,There are 22 letters.,There are 25 letters.,None of above.,2,"['There are 22 letters.', 'There are 25 letters.', 'There are 11 letters.', 'None of above.']","[1, 2, 0, 3]"
187,WP-76_SR,What is the total number of letters in the alphabet?,There are 11 letters.,There are 22 letters.,There are 25 letters.,None of above.,1,"['There are 25 letters.', 'There are 11 letters.', 'There are 22 letters.', 'None of above.']","[2, 0, 1, 3]"
188,WP-76_CR,How many letters are in one envelope,There are 8 letters.,There are 26 letters.,There are 25 letters.,None of above.,1,"['There are 25 letters.', 'There are 8 letters.', 'There are 26 letters.', 'None of above.']","[2, 0, 1, 3]"
189,WP-77,"What starts with ""P"", ends with ""E"", and has many letters?",Post Office.,Police Office.,Government Office.,None of above.,1,"['Police Office.', 'Post Office.', 'Government Office.', 'None of above.']","[1, 0, 2, 3]"
190,WP-77_SR,"What contains several letters and begins with ""P"" and finishes with ""E""?",Post Office.,Police Office.,Government Office.,None of above.,0,"['Post Office.', 'Police Office.', 'Government Office.', 'None of above.']","[0, 1, 2, 3]"
191,WP-77_CR,What contains from one to infinite characters in it and starts with a M and ends with an E?,Movie.,Medicine.,Marriage.,None of above.,1,"['Marriage.', 'Movie.', 'Medicine.', 'None of above.']","[2, 0, 1, 3]"
192,WP-78,What two things can you never eat for breakfast?,Lunch and dinner.,Milk and bread.,Turkey.,None of above.,0,"['Lunch and dinner.', 'Milk and bread.', 'Turkey.', 'None of above.']","[0, 1, 2, 3]"
193,WP-78_SR,What two foods should you never consume for breakfast?,Lunch and dinner.,Milk and bread.,Turkey.,None of above.,0,"['Lunch and dinner.', 'Milk and bread.', 'Turkey.', 'None of above.']","[0, 1, 2, 3]"
194,WP-78_CR,Wha'ts that one thing that it's time is never before afternoon?,Evening,School bus.,Pizza delivery.,None of above.,1,"['Pizza delivery.', 'Evening', 'School bus.', 'None of above.']","[2, 0, 1, 3]"
195,WP-80,What fruit always travels in groups of two?,Pears.,Apples.,Oranges.,None of above.,0,"['Pears.', 'Oranges.', 'Apples.', 'None of above.']","[0, 2, 1, 3]"
196,WP-80_SR,What fruit always travels in pairs?,Pears.,Apples.,Oranges.,None of above.,1,"['Apples.', 'Pears.', 'Oranges.', 'None of above.']","[1, 0, 2, 3]"
197,WP-80_CR,What season makes the water fall?,Autumn.,Spring.,Summer.,None of above.,1,"['Spring.', 'Autumn.', 'Summer.', 'None of above.']","[1, 0, 2, 3]"
198,WP-81,What's the quickest way to make oil boil?,Add the letter B.,Add the letter L.,Add the letter F.,None of above.,0,"['Add the letter B.', 'Add the letter F.', 'Add the letter L.', 'None of above.']","[0, 2, 1, 3]"
199,WP-81_SR,What is the fastest technique to get oil to boil?,Add the letter B.,Add the letter L.,Add the letter F.,None of above.,2,"['Add the letter L.', 'Add the letter F.', 'Add the letter B.', 'None of above.']","[1, 2, 0, 3]"
200,WP-81_CR,What's the shortes way of making three a tree?,Drop the letter H.,Drop the letter E.,Drop the letter T.,None of above.,2,"['Drop the letter E.', 'Drop the letter T.', 'Drop the letter H.', 'None of above.']","[1, 2, 0, 3]"
201,WP-82,On which side of a church is the graveyard always situated?,Outside.,Leftside.,Rightside.,None of above.,0,"['Outside.', 'Leftside.', 'Rightside.', 'None of above.']","[0, 1, 2, 3]"
202,WP-82_SR,What side of a church is the cemetery always on?,Outside.,Leftside.,Rightside.,None of above.,2,"['Leftside.', 'Rightside.', 'Outside.', 'None of above.']","[1, 2, 0, 3]"
203,WP-82_CR,What side of church alwasy has more sunshine?,Outside.,Eastside.,Westside.,None of above.,2,"['Eastside.', 'Westside.', 'Outside.', 'None of above.']","[1, 2, 0, 3]"
204,WP-83,When does a British potato change its nationality?,When it becomes a french fries.,When it is on the plane.,When it is delivered.,None of above.,2,"['When it is delivered.', 'When it is on the plane.', 'When it becomes a french fries.', 'None of above.']","[2, 1, 0, 3]"
205,WP-83_SR,When does a British potato become a foreigner?,When it becomes a french fries.,When it is on the plane.,When it is delivered.,None of above.,0,"['When it becomes a french fries.', 'When it is delivered.', 'When it is on the plane.', 'None of above.']","[0, 2, 1, 3]"
206,WP-83_CR,When does an American grape change its nationality?,When it becomes Italian wine.,When it is on the plane.,When it is delivered.,None of above.,1,"['When it is delivered.', 'When it becomes Italian wine.', 'When it is on the plane.', 'None of above.']","[2, 0, 1, 3]"
207,WP-84,"There are 10 dogs in a yard. 3 sleep, 4 run behind a tree, and 2 jump in the hole. How many are left?",None of above. No dogs left the yard.,Three.,One.,Two.,3,"['One.', 'Three.', 'Two.', 'None of above.']","[2, 1, 3, 0]"
208,WP-84_SR,"Ten dogs are in a yard. 2 jump in the hole, 3 sleep, 4 hide behind a tree. How many are left?",None of above. No dogs left the yard.,Three.,One.,Two.,3,"['One.', 'Two.', 'Three.', 'None of above.']","[2, 3, 1, 0]"
209,WP-84_CR,"Twelve birds are sitting on a branch. 3 fly away, 4 start singing, and 2 begin preening. How many are left?",None of above. No birds left the branch.,Three.,Four.,Two.,3,"['Four.', 'Two.', 'Three.', 'None of above.']","[2, 3, 1, 0]"
210,WP-85,What kind of cheese is made backwards?,Edam cheese.,Blue cheese.,Cheddar cheese.,None of above.,1,"['Blue cheese.', 'Edam cheese.', 'Cheddar cheese.', 'None of above.']","[1, 0, 2, 3]"
211,WP-85_SR,What sort of cheese is made in reverse?,Edam cheese.,Blue cheese.,Cheddar cheese.,None of above.,1,"['Cheddar cheese.', 'Edam cheese.', 'Blue cheese.', 'None of above.']","[2, 0, 1, 3]"
212,WP-85_CR,What kind of Pizza is made backwards?,Azzip pizza.,Cheese pizza.,Pepperoni pizza.,None of above.,2,"['Pepperoni pizza.', 'Cheese pizza.', 'Azzip pizza.', 'None of above.']","[2, 1, 0, 3]"
213,WP-89,Where does a showman keep his money?,In a snow bank.,In a national bank.,In a local bank.,None of above.,1,"['In a national bank.', 'In a snow bank.', 'In a local bank.', 'None of above.']","[1, 0, 2, 3]"
214,WP-89_SR,Where does a showman store  his money?,In a snow bank.,In a national bank.,In a local bank.,None of above.,2,"['In a local bank.', 'In a national bank.', 'In a snow bank.', 'None of above.']","[2, 1, 0, 3]"
215,WP-89_CR,Where does water spring stores his money?,The river bank.,In a national bank.,In a local bank.,None of above.,1,"['In a national bank.', 'The river bank.', 'In a local bank.', 'None of above.']","[1, 0, 2, 3]"
